id,title,abstract,authors,published_date,source,url,domain_task
67,Variable Stiffness for Robust Locomotion through Reinforcement Learning,"Reinforcement-learned locomotion enables legged robots to perform highly
dynamic motions but often accompanies time-consuming manual tuning of joint
stiffness. This paper introduces a novel control paradigm that integrates
variable stiffness into the action space alongside joint positions, enabling
grouped stiffness control such as per-joint stiffness (PJS), per-leg stiffness
(PLS) and hybrid joint-leg stiffness (HJLS). We show that variable stiffness
policies, with grouping in per-leg stiffness (PLS), outperform position-based
control in velocity tracking and push recovery. In contrast, HJLS excels in
energy efficiency. Furthermore, our method showcases robust walking behaviour
on diverse outdoor terrains by sim-to-real transfer, although the policy is
sorely trained on a flat floor. Our approach simplifies design by eliminating
per-joint stiffness tuning while keeping competitive results with various
metrics.","Dario Spoljaric, Yashuai Yan, Dongheui Lee",2025-02-13 16:00:46.000000,arXiv,http://arxiv.org/abs/2502.09436v1,Robotics
68,Redistribute Ensemble Training for Mitigating Memorization in Diffusion Models,"Diffusion models, known for their tremendous ability to generate high-quality
samples, have recently raised concerns due to their data memorization behavior,
which poses privacy risks. Recent methods for memory mitigation have primarily
addressed the issue within the context of the text modality in cross-modal
generation tasks, restricting their applicability to specific conditions. In
this paper, we propose a novel method for diffusion models from the perspective
of visual modality, which is more generic and fundamental for mitigating
memorization. Directly exposing visual data to the model increases memorization
risk, so we design a framework where models learn through proxy model
parameters instead. Specially, the training dataset is divided into multiple
shards, with each shard training a proxy model, then aggregated to form the
final model. Additionally, practical analysis of training losses illustrates
that the losses for easily memorable images tend to be obviously lower. Thus,
we skip the samples with abnormally low loss values from the current mini-batch
to avoid memorizing. However, balancing the need to skip memorization-prone
samples while maintaining sufficient training data for high-quality image
generation presents a key challenge. Thus, we propose IET-AGC+, which
redistributes highly memorizable samples between shards, to mitigate these
samples from over-skipping. Furthermore, we dynamically augment samples based
on their loss values to further reduce memorization. Extensive experiments and
analysis on four datasets show that our method successfully reduces memory
capacity while maintaining performance. Moreover, we fine-tune the pre-trained
diffusion models, e.g., Stable Diffusion, and decrease the memorization score
by 46.7\%, demonstrating the effectiveness of our method. Code is available in:
https://github.com/liuxiao-guan/IET_AGC.","Xiaoliu Guan, Yu Wu, Huayang Huang, Xiao Liu, Jiaxu Miao, Yi Yang",2025-02-13 15:56:44.000000,arXiv,http://arxiv.org/abs/2502.09434v1,Computer Vision
69,Dual Formulation for Non-Rectangular Lp Robust Markov Decision Processes,"We study robust Markov decision processes (RMDPs) with non-rectangular
uncertainty sets, which capture interdependencies across states unlike
traditional rectangular models. While non-rectangular robust policy evaluation
is generally NP-hard, even in approximation, we identify a powerful class of
$L_p$-bounded uncertainty sets that avoid these complexity barriers due to
their structural simplicity. We further show that this class can be decomposed
into infinitely many \texttt{sa}-rectangular $L_p$-bounded sets and leverage
its structural properties to derive a novel dual formulation for $L_p$ RMDPs.
This formulation provides key insights into the adversary's strategy and
enables the development of the first robust policy evaluation algorithms for
non-rectangular RMDPs. Empirical results demonstrate that our approach
significantly outperforms brute-force methods, establishing a promising
foundation for future investigation into non-rectangular robust MDPs.","Navdeep Kumar, Adarsh Gupta, Maxence Mohamed Elfatihi, Giorgia Ramponi, Kfir Yehuda Levy, Shie Mannor",2025-02-13 15:55:00.000000,arXiv,http://arxiv.org/abs/2502.09432v1,Artificial Intelligence
70,A 3D Facial Reconstruction Evaluation Methodology: Comparing Smartphone Scans with Deep Learning Based Methods Using Geometry and Morphometry Criteria,"Three-dimensional (3D) facial shape analysis has gained interest due to its
potential clinical applications. However, the high cost of advanced 3D facial
acquisition systems limits their widespread use, driving the development of
low-cost acquisition and reconstruction methods. This study introduces a novel
evaluation methodology that goes beyond traditional geometry-based benchmarks
by integrating morphometric shape analysis techniques, providing a statistical
framework for assessing facial morphology preservation. As a case study, we
compare smartphone-based 3D scans with state-of-the-art deep learning
reconstruction methods from 2D images, using high-end stereophotogrammetry
models as ground truth. This methodology enables a quantitative assessment of
global and local shape differences, offering a biologically meaningful
validation approach for low-cost 3D facial acquisition and reconstruction
techniques.","Álvaro Heredia-Lidón, Alejandro Moñux-Bernal, Alejandro González, Luis M. Echeverry-Quiceno, Max Rubert, Aroa Casado, María Esther Esteban, Mireia Andreu-Montoriol, Susanna Gallardo, Cristina Ruffo, Neus Martínez-Abadías, Xavier Sevillano",2025-02-13 15:47:45.000000,arXiv,http://arxiv.org/abs/2502.09425v1,Computer Vision
71,Transformer-Enhanced Variational Autoencoder for Crystal Structure Prediction,"Crystal structure forms the foundation for understanding the physical and
chemical properties of materials. Generative models have emerged as a new
paradigm in crystal structure prediction(CSP), however, accurately capturing
key characteristics of crystal structures, such as periodicity and symmetry,
remains a significant challenge. In this paper, we propose a
Transformer-Enhanced Variational Autoencoder for Crystal Structure Prediction
(TransVAE-CSP), who learns the characteristic distribution space of stable
materials, enabling both the reconstruction and generation of crystal
structures. TransVAE-CSP integrates adaptive distance expansion with
irreducible representation to effectively capture the periodicity and symmetry
of crystal structures, and the encoder is a transformer network based on an
equivariant dot product attention mechanism. Experimental results on the
carbon_24, perov_5, and mp_20 datasets demonstrate that TransVAE-CSP
outperforms existing methods in structure reconstruction and generation tasks
under various modeling metrics, offering a powerful tool for crystal structure
design and optimization.","Ziyi Chen, Yang Yuan, Siming Zheng, Jialong Guo, Sihan Liang, Yangang Wang, Zongguo Wang",2025-02-13 15:45:36.000000,arXiv,http://arxiv.org/abs/2502.09423v1,Other
72,On multi-token prediction for efficient LLM inference,"We systematically investigate multi-token prediction (MTP) capabilities
within LLMs pre-trained for next-token prediction (NTP). We first show that
such models inherently possess MTP capabilities via numerical marginalization
over intermediate token probabilities, though performance is data-dependent and
improves with model scale. Furthermore, we explore the challenges of
integrating MTP heads into frozen LLMs and find that their hidden layers are
strongly specialized for NTP, making adaptation non-trivial. Finally, we show
that while joint training of MTP heads with the backbone improves performance,
it cannot fully overcome this barrier, prompting further research in this
direction. Our findings provide a deeper understanding of MTP applied to
pretrained LLMs, informing strategies for accelerating inference through
parallel token prediction.","Somesh Mehra, Javier Alonso Garcia, Lukas Mauch",2025-02-13 15:42:44.000000,arXiv,http://arxiv.org/abs/2502.09419v1,Natural Language Processing
73,A Survey of Reinforcement Learning for Optimization in Automation,"Reinforcement Learning (RL) has become a critical tool for optimization
challenges within automation, leading to significant advancements in several
areas. This review article examines the current landscape of RL within
automation, with a particular focus on its roles in manufacturing, energy
systems, and robotics. It discusses state-of-the-art methods, major challenges,
and upcoming avenues of research within each sector, highlighting RL's capacity
to solve intricate optimization challenges. The paper reviews the advantages
and constraints of RL-driven optimization methods in automation. It points out
prevalent challenges encountered in RL optimization, including issues related
to sample efficiency and scalability; safety and robustness; interpretability
and trustworthiness; transfer learning and meta-learning; and real-world
deployment and integration. It further explores prospective strategies and
future research pathways to navigate these challenges. Additionally, the survey
includes a comprehensive list of relevant research papers, making it an
indispensable guide for scholars and practitioners keen on exploring this
domain.","Ahmad Farooq, Kamran Iqbal",2025-02-13 15:40:39.000000,arXiv,http://arxiv.org/abs/2502.09417v1,Machine Learning
74,Rethinking Evaluation Metrics for Grammatical Error Correction: Why Use a Different Evaluation Process than Human?,"One of the goals of automatic evaluation metrics in grammatical error
correction (GEC) is to rank GEC systems such that it matches human preferences.
However, current automatic evaluations are based on procedures that diverge
from human evaluation. Specifically, human evaluation derives rankings by
aggregating sentence-level relative evaluation results, e.g., pairwise
comparisons, using a rating algorithm, whereas automatic evaluation averages
sentence-level absolute scores to obtain corpus-level scores, which are then
sorted to determine rankings. In this study, we propose an aggregation method
for existing automatic evaluation metrics which aligns with human evaluation
methods to bridge this gap. We conducted experiments using various metrics,
including edit-based metrics, $n$-gram based metrics, and sentence-level
metrics, and show that resolving the gap improves results for the most of
metrics on the SEEDA benchmark. We also found that even BERT-based metrics
sometimes outperform the metrics of GPT-4. We publish our unified
implementation of the metrics and meta-evaluations.","Takumi Goto, Yusuke Sakai, Taro Watanabe",2025-02-13 15:39:07.000000,arXiv,http://arxiv.org/abs/2502.09416v1,Natural Language Processing
75,ImageRAG: Dynamic Image Retrieval for Reference-Guided Image Generation,"Diffusion models enable high-quality and diverse visual content synthesis.
However, they struggle to generate rare or unseen concepts. To address this
challenge, we explore the usage of Retrieval-Augmented Generation (RAG) with
image generation models. We propose ImageRAG, a method that dynamically
retrieves relevant images based on a given text prompt, and uses them as
context to guide the generation process. Prior approaches that used retrieved
images to improve generation, trained models specifically for retrieval-based
generation. In contrast, ImageRAG leverages the capabilities of existing image
conditioning models, and does not require RAG-specific training. Our approach
is highly adaptable and can be applied across different model types, showing
significant improvement in generating rare and fine-grained concepts using
different base models.
  Our project page is available at: https://rotem-shalev.github.io/ImageRAG","Rotem Shalev-Arkushin, Rinon Gal, Amit H. Bermano, Ohad Fried",2025-02-13 15:36:12.000000,arXiv,http://arxiv.org/abs/2502.09411v1,Computer Vision
76,A hierarchical approach for assessing the vulnerability of tree-based classification models to membership inference attack,"Machine learning models can inadvertently expose confidential properties of
their training data, making them vulnerable to membership inference attacks
(MIA). While numerous evaluation methods exist, many require computationally
expensive processes, such as training multiple shadow models. This article
presents two new complementary approaches for efficiently identifying
vulnerable tree-based models: an ante-hoc analysis of hyperparameter choices
and a post-hoc examination of trained model structure. While these new methods
cannot certify whether a model is safe from MIA, they provide practitioners
with a means to significantly reduce the number of models that need to undergo
expensive MIA assessment through a hierarchical filtering approach.
  More specifically, it is shown that the rank order of disclosure risk for
different hyperparameter combinations remains consistent across datasets,
enabling the development of simple, human-interpretable rules for identifying
relatively high-risk models before training. While this ante-hoc analysis
cannot determine absolute safety since this also depends on the specific
dataset, it allows the elimination of unnecessarily risky configurations during
hyperparameter tuning. Additionally, computationally inexpensive structural
metrics serve as indicators of MIA vulnerability, providing a second filtering
stage to identify risky models after training but before conducting expensive
attacks. Empirical results show that hyperparameter-based risk prediction rules
can achieve high accuracy in predicting the most at risk combinations of
hyperparameters across different tree-based model types, while requiring no
model training. Moreover, target model accuracy is not seen to correlate with
privacy risk, suggesting opportunities to optimise model configurations for
both performance and privacy.","Richard J. Preen, Jim Smith",2025-02-13 15:16:53.000000,arXiv,http://arxiv.org/abs/2502.09396v1,Machine Learning
77,Robot Pouring: Identifying Causes of Spillage and Selecting Alternative Action Parameters Using Probabilistic Actual Causation,"In everyday life, we perform tasks (e.g., cooking or cleaning) that involve a
large variety of objects and goals. When confronted with an unexpected or
unwanted outcome, we take corrective actions and try again until achieving the
desired result. The reasoning performed to identify a cause of the observed
outcome and to select an appropriate corrective action is a crucial aspect of
human reasoning for successful task execution. Central to this reasoning is the
assumption that a factor is responsible for producing the observed outcome. In
this paper, we investigate the use of probabilistic actual causation to
determine whether a factor is the cause of an observed undesired outcome.
Furthermore, we show how the actual causation probabilities can be used to find
alternative actions to change the outcome. We apply the probabilistic actual
causation analysis to a robot pouring task. When spillage occurs, the analysis
indicates whether a task parameter is the cause and how it should be changed to
avoid spillage. The analysis requires a causal graph of the task and the
corresponding conditional probability distributions. To fulfill these
requirements, we perform a complete causal modeling procedure (i.e., task
analysis, definition of variables, determination of the causal graph structure,
and estimation of conditional probability distributions) using data from a
realistic simulation of the robot pouring task, covering a large combinatorial
space of task parameters. Based on the results, we discuss the implications of
the variables' representation and how the alternative actions suggested by the
actual causation analysis would compare to the alternative solutions proposed
by a human observer. The practical use of the analysis of probabilistic actual
causation to select alternative action parameters is demonstrated.","Jaime Maldonado, Jonas Krumme, Christoph Zetzsche, Vanessa Didelez, Kerstin Schill",2025-02-13 15:16:52.000000,arXiv,http://arxiv.org/abs/2502.09395v1,Robotics
78,Generalizable Reinforcement Learning with Biologically Inspired Hyperdimensional Occupancy Grid Maps for Exploration and Goal-Directed Path Planning,"Real-time autonomous systems utilize multi-layer computational frameworks to
perform critical tasks such as perception, goal finding, and path planning.
Traditional methods implement perception using occupancy grid mapping (OGM),
segmenting the environment into discretized cells with probabilistic
information. This classical approach is well-established and provides a
structured input for downstream processes like goal finding and path planning
algorithms. Recent approaches leverage a biologically inspired mathematical
framework known as vector symbolic architectures (VSA), commonly known as
hyperdimensional computing, to perform probabilistic OGM in hyperdimensional
space. This approach, VSA-OGM, provides native compatibility with spiking
neural networks, positioning VSA-OGM as a potential neuromorphic alternative to
conventional OGM. However, for large-scale integration, it is essential to
assess the performance implications of VSA-OGM on downstream tasks compared to
established OGM methods. This study examines the efficacy of VSA-OGM against a
traditional OGM approach, Bayesian Hilbert Maps (BHM), within reinforcement
learning based goal finding and path planning frameworks, across a controlled
exploration environment and an autonomous driving scenario inspired by the
F1-Tenth challenge. Our results demonstrate that VSA-OGM maintains comparable
learning performance across single and multi-scenario training configurations
while improving performance on unseen environments by approximately 47%. These
findings highlight the increased generalizability of policy networks trained
with VSA-OGM over BHM, reinforcing its potential for real-world deployment in
diverse environments.","Shay Snyder, Ryan Shea, Andrew Capodieci, David Gorsich, Maryam Parsa",2025-02-13 15:10:45.000000,arXiv,http://arxiv.org/abs/2502.09393v1,Robotics
79,SQuARE: Sequential Question Answering Reasoning Engine for Enhanced Chain-of-Thought in Large Language Models,"In the rapidly evolving field of Natural Language Processing, Large Language
Models (LLMs) are tasked with increasingly complex reasoning challenges.
Traditional methods like chain-of-thought prompting have shown promise but
often fall short in fully leveraging a model's reasoning capabilities. This
paper introduces SQuARE (Sequential Question Answering Reasoning Engine), a
novel prompting technique designed to improve reasoning through a
self-interrogation paradigm. Building upon CoT frameworks, SQuARE prompts
models to generate and resolve multiple auxiliary questions before tackling the
main query, promoting a more thorough exploration of various aspects of a
topic. Our expansive evaluations, conducted with Llama 3 and GPT-4o models
across multiple question-answering datasets, demonstrate that SQuARE
significantly surpasses traditional CoT prompts and existing
rephrase-and-respond methods. By systematically decomposing queries, SQuARE
advances LLM capabilities in reasoning tasks. The code is publicly available at
https://github.com/IntelLabs/RAG-FiT/tree/square.","Daniel Fleischer, Moshe Berchansky, Gad Markovits, Moshe Wasserblat",2025-02-13 15:07:20.000000,arXiv,http://arxiv.org/abs/2502.09390v1,Natural Language Processing
80,S$^2$-Diffusion: Generalizing from Instance-level to Category-level Skills in Robot Manipulation,"Recent advances in skill learning has propelled robot manipulation to new
heights by enabling it to learn complex manipulation tasks from a practical
number of demonstrations. However, these skills are often limited to the
particular action, object, and environment \textit{instances} that are shown in
the training data, and have trouble transferring to other instances of the same
category. In this work we present an open-vocabulary Spatial-Semantic Diffusion
policy (S$^2$-Diffusion) which enables generalization from instance-level
training data to category-level, enabling skills to be transferable between
instances of the same category. We show that functional aspects of skills can
be captured via a promptable semantic module combined with a spatial
representation. We further propose leveraging depth estimation networks to
allow the use of only a single RGB camera. Our approach is evaluated and
compared on a diverse number of robot manipulation tasks, both in simulation
and in the real world. Our results show that S$^2$-Diffusion is invariant to
changes in category-irrelevant factors as well as enables satisfying
performance on other instances within the same category, even if it was not
trained on that specific instance. Full videos of all real-world experiments
are available in the supplementary material.","Quantao Yang, Michael C. Welle, Danica Kragic, Olov Andersson",2025-02-13 15:06:42.000000,arXiv,http://arxiv.org/abs/2502.09389v1,Robotics
81,Truth Knows No Language: Evaluating Truthfulness Beyond English,"We introduce a professionally translated extension of the TruthfulQA
benchmark designed to evaluate truthfulness in Basque, Catalan, Galician, and
Spanish. Truthfulness evaluations of large language models (LLMs) have
primarily been conducted in English. However, the ability of LLMs to maintain
truthfulness across languages remains under-explored. Our study evaluates 12
state-of-the-art open LLMs, comparing base and instruction-tuned models using
human evaluation, multiple-choice metrics, and LLM-as-a-Judge scoring. Our
findings reveal that, while LLMs perform best in English and worst in Basque
(the lowest-resourced language), overall truthfulness discrepancies across
languages are smaller than anticipated. Furthermore, we show that
LLM-as-a-Judge correlates more closely with human judgments than
multiple-choice metrics, and that informativeness plays a critical role in
truthfulness assessment. Our results also indicate that machine translation
provides a viable approach for extending truthfulness benchmarks to additional
languages, offering a scalable alternative to professional translation.
Finally, we observe that universal knowledge questions are better handled
across languages than context- and time-dependent ones, highlighting the need
for truthfulness evaluations that account for cultural and temporal
variability. Dataset and code are publicly available under open licenses.","Blanca Calvo Figueras, Eneko Sagarzazu, Julen Etxaniz, Jeremy Barnes, Pablo Gamallo, Iria De Dios Flores, Rodrigo Agerri",2025-02-13 15:04:53.000000,arXiv,http://arxiv.org/abs/2502.09387v1,Natural Language Processing
82,TRIFFID: Autonomous Robotic Aid For Increasing First Responders Efficiency,"The increasing complexity of natural disaster incidents demands innovative
technological solutions to support first responders in their efforts. This
paper introduces the TRIFFID system, a comprehensive technical framework that
integrates unmanned ground and aerial vehicles with advanced artificial
intelligence functionalities to enhance disaster response capabilities across
wildfires, urban floods, and post-earthquake search and rescue missions. By
leveraging state-of-the-art autonomous navigation, semantic perception, and
human-robot interaction technologies, TRIFFID provides a sophisticated system
com- posed of the following key components: hybrid robotic platform,
centralized ground station, custom communication infrastructure, and smartphone
application. The defined research and development activities demonstrate how
deep neural networks, knowledge graphs, and multimodal information fusion can
enable robots to autonomously navigate and analyze disaster environ- ments,
reducing personnel risks and accelerating response times. The proposed system
enhances emergency response teams by providing advanced mission planning,
safety monitoring, and adaptive task execution capabilities. Moreover, it
ensures real- time situational awareness and operational support in complex and
risky situations, facilitating rapid and precise information collection and
coordinated actions.","Jorgen Cani, Panagiotis Koletsis, Konstantinos Foteinos, Ioannis Kefaloukos, Lampros Argyriou, Manolis Falelakis, Iván Del Pino, Angel Santamaria-Navarro, Martin Čech, Ondřej Severa, Alessandro Umbrico, Francesca Fracasso, AndreA Orlandini, Dimitrios Drakoulis, Evangelos Markakis, Georgios Th. Papadopoulos",2025-02-13 14:46:40.000000,arXiv,http://arxiv.org/abs/2502.09379v1,Robotics
83,A Deep Inverse-Mapping Model for a Flapping Robotic Wing,"In systems control, the dynamics of a system are governed by modulating its
inputs to achieve a desired outcome. For example, to control the thrust of a
quad-copter propeller the controller modulates its rotation rate, relying on a
straightforward mapping between the input rotation rate and the resulting
thrust. This mapping can be inverted to determine the rotation rate needed to
generate a desired thrust. However, in complex systems, such as flapping-wing
robots where intricate fluid motions are involved, mapping inputs (wing
kinematics) to outcomes (aerodynamic forces) is nontrivial and inverting this
mapping for real-time control is computationally impractical. Here, we report a
machine-learning solution for the inverse mapping of a flapping-wing system
based on data from an experimental system we have developed. Our model learns
the input wing motion required to generate a desired aerodynamic force outcome.
We used a sequence-to-sequence model tailored for time-series data and
augmented it with a novel adaptive-spectrum layer that implements
representation learning in the frequency domain. To train our model, we
developed a flapping wing system that simultaneously measures the wing's
aerodynamic force and its 3D motion using high-speed cameras. We demonstrate
the performance of our system on an additional open-source dataset of a
flapping wing in a different flow regime. Results show superior performance
compared with more complex state-of-the-art transformer-based models, with 11%
improvement on the test datasets median loss. Moreover, our model shows
superior inference time, making it practical for onboard robotic control. Our
open-source data and framework may improve modeling and real-time control of
systems governed by complex dynamics, from biomimetic robots to biomedical
devices.","Hadar Sharvit, Raz Karl, Tsevi Beatus",2025-02-13 14:46:04.000000,arXiv,http://arxiv.org/abs/2502.09378v1,Artificial Intelligence
84,LoRA Training Provably Converges to a Low-Rank Global Minimum or It Fails Loudly (But it Probably Won't Fail),"Low-rank adaptation (LoRA) has become a standard approach for fine-tuning
large foundation models. However, our theoretical understanding of LoRA remains
limited as prior analyses of LoRA's training dynamics either rely on
linearization arguments or consider highly simplified setups. In this work, we
analyze the LoRA loss landscape without such restrictive assumptions. We define
two regimes: a ``special regime'', which includes idealized setups where
linearization arguments hold, and a ``generic regime'' representing more
realistic setups where linearization arguments do not hold. In the generic
regime, we show that LoRA training converges to a global minimizer with low
rank and small magnitude, or a qualitatively distinct solution with high rank
and large magnitude. Finally, we argue that the zero-initialization and weight
decay in LoRA training induce an implicit bias toward the low-rank,
small-magnitude region of the parameter space -- where global minima lie --
thus shedding light on why LoRA training usually succeeds in finding global
minima.","Junsu Kim, Jaeyeon Kim, Ernest K. Ryu",2025-02-13 14:45:11.000000,arXiv,http://arxiv.org/abs/2502.09376v1,Machine Learning
85,FARM: Frequency-Aware Model for Cross-Domain Live-Streaming Recommendation,"Live-streaming services have attracted widespread popularity due to their
real-time interactivity and entertainment value. Users can engage with
live-streaming authors by participating in live chats, posting likes, or
sending virtual gifts to convey their preferences and support. However, the
live-streaming services faces serious data-sparsity problem, which can be
attributed to the following two points: (1) User's valuable behaviors are
usually sparse, e.g., like, comment and gift, which are easily overlooked by
the model, making it difficult to describe user's personalized preference. (2)
The main exposure content on our platform is short-video, which is 9 times
higher than the exposed live-streaming, leading to the inability of
live-streaming content to fully model user preference. To this end, we propose
a Frequency-Aware Model for Cross-Domain Live-Streaming Recommendation, termed
as FARM. Specifically, we first present the intra-domain frequency aware module
to enable our model to perceive user's sparse yet valuable behaviors, i.e.,
high-frequency information, supported by the Discrete Fourier Transform (DFT).
To transfer user preference across the short-video and live-streaming domains,
we propose a novel preference align before fuse strategy, which consists of two
parts: the cross-domain preference align module to align user preference in
both domains with contrastive learning, and the cross-domain preference fuse
module to further fuse user preference in both domains using a serious of
tailor-designed attention mechanisms. Extensive offline experiments and online
A/B testing on Kuaishou live-streaming services demonstrate the effectiveness
and superiority of FARM. Our FARM has been deployed in online live-streaming
services and currently serves hundreds of millions of users on Kuaishou.","Xiaodong Li, Ruochen Yang, Shuang Wen, Shen Wang, Yueyang Liu, Guoquan Wang, Weisong Hu, Qiang Luo, Jiawei Sheng, Tingwen Liu, Jiangxia Cao, Shuang Yang, Zhaojie Liu",2025-02-13 14:44:15.000000,arXiv,http://arxiv.org/abs/2502.09375v1,Information Retrieval
86,Mitigating multiple single-event upsets during deep neural network inference using fault-aware training,"Deep neural networks (DNNs) are increasingly used in safety-critical
applications. Reliable fault analysis and mitigation are essential to ensure
their functionality in harsh environments that contain high radiation levels.
This study analyses the impact of multiple single-bit single-event upsets in
DNNs by performing fault injection at the level of a DNN model. Additionally, a
fault aware training (FAT) methodology is proposed that improves the DNNs'
robustness to faults without any modification to the hardware. Experimental
results show that the FAT methodology improves the tolerance to faults up to a
factor 3.","Toon Vinck, Naïn Jonckers, Gert Dekkers, Jeffrey Prinzie, Peter Karsmakers",2025-02-13 14:43:22.000000,arXiv,http://arxiv.org/abs/2502.09374v1,Machine Learning
87,Language Agents as Digital Representatives in Collective Decision-Making,"Consider the process of collective decision-making, in which a group of
individuals interactively select a preferred outcome from among a universe of
alternatives. In this context, ""representation"" is the activity of making an
individual's preferences present in the process via participation by a proxy
agent -- i.e. their ""representative"". To this end, learned models of human
behavior have the potential to fill this role, with practical implications for
multi-agent scenario studies and mechanism design. In this work, we investigate
the possibility of training \textit{language agents} to behave in the capacity
of representatives of human agents, appropriately expressing the preferences of
those individuals whom they stand for. First, we formalize the setting of
\textit{collective decision-making} -- as the episodic process of interaction
between a group of agents and a decision mechanism. On this basis, we then
formalize the problem of \textit{digital representation} -- as the simulation
of an agent's behavior to yield equivalent outcomes from the mechanism.
Finally, we conduct an empirical case study in the setting of
\textit{consensus-finding} among diverse humans, and demonstrate the
feasibility of fine-tuning large language models to act as digital
representatives.","Daniel Jarrett, Miruna Pîslar, Michiel A. Bakker, Michael Henry Tessler, Raphael Köster, Jan Balaguer, Romuald Elie, Christopher Summerfield, Andrea Tacchetti",2025-02-13 14:35:40.000000,arXiv,http://arxiv.org/abs/2502.09369v1,Machine Learning
88,Simple Path Structural Encoding for Graph Transformers,"Graph transformers extend global self-attention to graph-structured data,
achieving notable success in graph learning. Recently, random walk structural
encoding (RWSE) has been found to further enhance their predictive power by
encoding both structural and positional information into the edge
representation. However, RWSE cannot always distinguish between edges that
belong to different local graph patterns, which reduces its ability to capture
the full structural complexity of graphs. This work introduces Simple Path
Structural Encoding (SPSE), a novel method that utilizes simple path counts for
edge encoding. We show theoretically and experimentally that SPSE overcomes the
limitations of RWSE, providing a richer representation of graph structures,
particularly for capturing local cyclic patterns. To make SPSE computationally
tractable, we propose an efficient approximate algorithm for simple path
counting. SPSE demonstrates significant performance improvements over RWSE on
various benchmarks, including molecular and long-range graph datasets,
achieving statistically significant gains in discriminative tasks. These
results pose SPSE as a powerful edge encoding alternative for enhancing the
expressivity of graph transformers.","Louis Airale, Antonio Longa, Mattia Rigon, Andrea Passerini, Roberto Passerone",2025-02-13 14:33:02.000000,arXiv,http://arxiv.org/abs/2502.09365v1,Machine Learning
89,The Accuracy Cost of Weakness: A Theoretical Analysis of Fixed-Segment Weak Labeling for Events in Time,"Accurate labels are critical for deriving robust machine learning models.
Labels are used to train supervised learning models and to evaluate most
machine learning paradigms. In this paper, we model the accuracy and cost of a
common weak labeling process where annotators assign presence or absence labels
to fixed-length data segments for a given event class. The annotator labels a
segment as ""present"" if it sufficiently covers an event from that class, e.g.,
a birdsong sound event in audio data. We analyze how the segment length affects
the label accuracy and the required number of annotations, and compare this
fixed-length labeling approach with an oracle method that uses the true event
activations to construct the segments. Furthermore, we quantify the gap between
these methods and verify that in most realistic scenarios the oracle method is
better than the fixed-length labeling method in both accuracy and cost. Our
findings provide a theoretical justification for adaptive weak labeling
strategies that mimic the oracle process, and a foundation for optimizing weak
labeling processes in sequence labeling tasks.","John Martinsson, Olof Mogren, Tuomas Virtanen, Maria Sandsten",2025-02-13 14:31:49.000000,arXiv,http://arxiv.org/abs/2502.09363v1,Machine Learning
90,Galileo: Learning Global and Local Features in Pretrained Remote Sensing Models,"From crop mapping to flood detection, machine learning in remote sensing has
a wide range of societally beneficial applications. The commonalities between
remote sensing data in these applications present an opportunity for pretrained
machine learning models tailored to remote sensing to reduce the labeled data
and effort required to solve individual tasks. However, such models must be:
(i) flexible enough to ingest input data of varying sensor modalities and
shapes (i.e., of varying spatial and temporal dimensions), and (ii) able to
model Earth surface phenomena of varying scales and types. To solve this gap,
we present Galileo, a family of pretrained remote sensing models designed to
flexibly process multimodal remote sensing data. We also introduce a novel and
highly effective self-supervised learning approach to learn both large- and
small-scale features, a challenge not addressed by previous models. Our Galileo
models obtain state-of-the-art results across diverse remote sensing tasks.","Gabriel Tseng, Anthony Fuller, Marlena Reil, Henry Herzog, Patrick Beukema, Favyen Bastani, James R. Green, Evan Shelhamer, Hannah Kerner, David Rolnick",2025-02-13 14:21:03.000000,arXiv,http://arxiv.org/abs/2502.09356v1,Computer Vision
91,Wasserstein distributional adversarial training for deep neural networks,"Design of adversarial attacks for deep neural networks, as well as methods of
adversarial training against them, are subject of intense research. In this
paper, we propose methods to train against distributional attack threats,
extending the TRADES method used for pointwise attacks. Our approach leverages
recent contributions and relies on sensitivity analysis for Wasserstein
distributionally robust optimization problems. We introduce an efficient
fine-tuning method which can be deployed on a previously trained model. We test
our methods on a range of pre-trained models on RobustBench. These experimental
results demonstrate the additional training enhances Wasserstein distributional
robustness, while maintaining original levels of pointwise robustness, even for
already very successful networks. The improvements are less marked for models
pre-trained using huge synthetic datasets of 20-100M images. However,
remarkably, sometimes our methods are still able to improve their performance
even when trained using only the original training dataset (50k images).","Xingjian Bai, Guangyi He, Yifan Jiang, Jan Obloj",2025-02-13 14:18:41.000000,arXiv,http://arxiv.org/abs/2502.09352v1,Machine Learning
